,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.scopes.followers,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
265,Wed Jan 22 22:24:36 +0000 2020,1220110040625025024,1220110040625025024,@theAliceRoberts @unibirmingham Definitely a more inconspicuous title. If I were a patient I think I'd prefer a treatment by that name as opposed to something that feels merely a hair's breadth more articulate than 'poo swaps'.,False,"[32, 227]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2201030950211953e+18,1220103095021195264,260211154.0,260211154,theAliceRoberts,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'theAliceRoberts', 'name': 'Prof Alice Roberts', 'id': 260211154, 'id_str': '260211154', 'indices': [0, 16]}, {'screen_name': 'unibirmingham', 'name': 'Uni of Birmingham', 'id': 17865542, 'id_str': '17865542', 'indices': [17, 31]}]",[],en,recent,175393562,175393562,Samuel,AustereAutist,"North West, England","Art.
Music.
Science.
Writing.
Boat life.

Alive in spite of Tories.

LGBT ASD ADHD. he/him",,,[],False,28,42,0,Fri Aug 06 13:48:07 +0000 2010,2171,,,False,False,2442,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1205244739206942721/rpJ1OfDB_normal.jpg,https://pbs.twimg.com/profile_images/1205244739206942721/rpJ1OfDB_normal.jpg,https://pbs.twimg.com/profile_banners/175393562/1575952401,000000,FFFFFF,DDEEF6,333333,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Wed Jan 22 22:19:45 +0000 2020,1220108817884766208,1220108817884766208,@theAliceRoberts @unibirmingham You'd think they'd have learned that lesson from South Park who did an episode ON THIS EXACT THING only a few weeks ago. You just couldn't make it up.,False,"[32, 182]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2201030950211953e+18,1220103095021195264,260211154.0,260211154,theAliceRoberts,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'theAliceRoberts', 'name': 'Prof Alice Roberts', 'id': 260211154, 'id_str': '260211154', 'indices': [0, 16]}, {'screen_name': 'unibirmingham', 'name': 'Uni of Birmingham', 'id': 17865542, 'id_str': '17865542', 'indices': [17, 31]}]",[],en,recent,2432314284,2432314284,Ali Servan,alistair_servan,UK,"Book editor, ghost writer, anti-theist, #science, animal rescue & #cat daddy. Lover of performance art, my bike and chillis #Cthulhu #atheist",,,[],False,603,1014,24,Mon Apr 07 16:52:09 +0000 2014,28346,,,False,False,12203,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/872505746348548097/d8FzBG8D_normal.jpg,https://pbs.twimg.com/profile_images/872505746348548097/d8FzBG8D_normal.jpg,https://pbs.twimg.com/profile_banners/2432314284/1512502249,9266CC,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Wed Jan 22 22:02:30 +0000 2020,1220104475291144193,1220104475291144193,"@theAliceRoberts @unibirmingham Keep it relatable , for laypeople 🌼",False,"[32, 67]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2201030950211953e+18,1220103095021195264,260211154.0,260211154,theAliceRoberts,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'theAliceRoberts', 'name': 'Prof Alice Roberts', 'id': 260211154, 'id_str': '260211154', 'indices': [0, 16]}, {'screen_name': 'unibirmingham', 'name': 'Uni of Birmingham', 'id': 17865542, 'id_str': '17865542', 'indices': [17, 31]}]",[],en,recent,815554100,815554100,John Lambe 🎃,johnlambe5,"warwickshire,uk","Engineer,Science fan, likes cycling  & outdoors. occasional philospher. ( Not defined by politics, nor craft beer).",,,[],False,221,699,2,Mon Sep 10 16:26:54 +0000 2012,29783,,,True,False,5592,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/2786470915/0efecaeea1bdab9102bf655856655df0_normal.png,https://pbs.twimg.com/profile_images/2786470915/0efecaeea1bdab9102bf655856655df0_normal.png,https://pbs.twimg.com/profile_banners/815554100/1544740542,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Wed Jan 22 22:02:18 +0000 2020,1220104426314174468,1220104426314174468,@theAliceRoberts @unibirmingham Indeed! The accompanying poo isn't the key ingredient.,False,"[32, 86]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2201030950211953e+18,1220103095021195264,260211154.0,260211154,theAliceRoberts,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'theAliceRoberts', 'name': 'Prof Alice Roberts', 'id': 260211154, 'id_str': '260211154', 'indices': [0, 16]}, {'screen_name': 'unibirmingham', 'name': 'Uni of Birmingham', 'id': 17865542, 'id_str': '17865542', 'indices': [17, 31]}]",[],en,recent,23420217,23420217,Dr Mike Ward,Schroedinger99,West Yorkshire,"Data modeller with background in genetics & philosophy of science. Father, sceptic, deracinated cosmopolitan, citizen of nowhere, and virtual exile.",http://t.co/G6jLs1zMBP,"[{'url': 'http://t.co/G6jLs1zMBP', 'expanded_url': 'http://badreason99.blogspot.com', 'display_url': 'badreason99.blogspot.com', 'indices': [0, 22]}]",[],False,3141,1130,130,Mon Mar 09 10:05:59 +0000 2009,7896,,,True,False,106004,,False,False,False,ACDED6,http://abs.twimg.com/images/themes/theme18/bg.gif,https://abs.twimg.com/images/themes/theme18/bg.gif,False,http://pbs.twimg.com/profile_images/984693300547522560/CjxPlheE_normal.jpg,https://pbs.twimg.com/profile_images/984693300547522560/CjxPlheE_normal.jpg,https://pbs.twimg.com/profile_banners/23420217/1402644475,038543,EEEEEE,F6F6F6,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Wed Jan 22 22:01:57 +0000 2020,1220104336983953410,1220104336983953410,"@theAliceRoberts @unibirmingham What's in a name? ""A rose by any other name..."" No that doesn't work.",False,"[32, 101]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2201030950211953e+18,1220103095021195264,260211154.0,260211154,theAliceRoberts,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'theAliceRoberts', 'name': 'Prof Alice Roberts', 'id': 260211154, 'id_str': '260211154', 'indices': [0, 16]}, {'screen_name': 'unibirmingham', 'name': 'Uni of Birmingham', 'id': 17865542, 'id_str': '17865542', 'indices': [17, 31]}]",[],en,recent,1111014811343695872,1111014811343695872,David Levan,DavidLevan15,Hampshire,"Current affairs, science, health, animal welfare, sport, humour. Please RT if liked. Will FB.",,,[],False,945,956,0,Wed Mar 27 21:19:07 +0000 2019,3701,,,True,False,7742,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1218898111864721410/mqp35UzT_normal.jpg,https://pbs.twimg.com/profile_images/1218898111864721410/mqp35UzT_normal.jpg,https://pbs.twimg.com/profile_banners/1111014811343695872/1567144917,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Wed Jan 22 21:59:06 +0000 2020,1220103621225959426,1220103621225959426,@theAliceRoberts @unibirmingham Much more accurate for their real purpose and less probable to make jokes about,False,"[32, 111]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2201030950211953e+18,1220103095021195264,260211154.0,260211154,theAliceRoberts,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'theAliceRoberts', 'name': 'Prof Alice Roberts', 'id': 260211154, 'id_str': '260211154', 'indices': [0, 16]}, {'screen_name': 'unibirmingham', 'name': 'Uni of Birmingham', 'id': 17865542, 'id_str': '17865542', 'indices': [17, 31]}]",[],en,recent,3771778815,3771778815,Tabata Bohlen,TabataBohlen,"São Paulo, Brasil","@dragoesgaragem (Notícias da Garagem) & @svbroficial. Biologist with PhD focused in neuroendocrinology, ballerina, pole dancer student",https://t.co/EDBP0VtSs8,"[{'url': 'https://t.co/EDBP0VtSs8', 'expanded_url': 'http://youtube.com/dragoesdegaragem', 'display_url': 'youtube.com/dragoesdegarag…', 'indices': [0, 23]}]",[],False,2613,483,17,Fri Sep 25 14:21:49 +0000 2015,42526,,,True,False,11557,,False,False,False,225566,http://abs.twimg.com/images/themes/theme2/bg.gif,https://abs.twimg.com/images/themes/theme2/bg.gif,False,http://pbs.twimg.com/profile_images/1219383681036570628/WXicBmWw_normal.jpg,https://pbs.twimg.com/profile_images/1219383681036570628/WXicBmWw_normal.jpg,https://pbs.twimg.com/profile_banners/3771778815/1577069343,91D2FA,000000,000000,000000,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Wed Jan 22 21:25:41 +0000 2020,1220095212518768640,1220095212518768640,"RT @UoB_Transport: The icon stays the same, but the person tapping the tweets changes. 

Today is my first day @unibirmingham, and a busy o…",False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,2,0,False,False,en,[],[],"[{'screen_name': 'UoB_Transport', 'name': 'UoB SmartMover', 'id': 1182852416, 'id_str': '1182852416', 'indices': [3, 17]}, {'screen_name': 'unibirmingham', 'name': 'Uni of Birmingham', 'id': 17865542, 'id_str': '17865542', 'indices': [111, 125]}]",[],en,recent,22156300,22156300,Monica Guise,monicalorenne,,Director of Facility Services @unibirmingham Tweets my own rambling mutterings,,,[],False,374,532,3,Fri Feb 27 16:22:09 +0000 2009,2025,,,True,False,2169,,False,False,False,BADFCD,http://abs.twimg.com/images/themes/theme12/bg.gif,https://abs.twimg.com/images/themes/theme12/bg.gif,False,http://pbs.twimg.com/profile_images/726792343022632961/TimXEJKS_normal.jpg,https://pbs.twimg.com/profile_images/726792343022632961/TimXEJKS_normal.jpg,https://pbs.twimg.com/profile_banners/22156300/1559977358,FF0000,F2E195,FFF7CC,0C3E53,True,False,False,False,False,False,False,none,Tue Jan 21 17:14:36 +0000 2020,1.2196696369685668e+18,1219669636968566786,"The icon stays the same, but the person tapping the tweets changes. 

Today is my first day @unibirmingham, and a busy one. 

Lots in store for 2020, including another uni-wide Travel Survey. Looking forward to it! 

Edward",False,"[0, 223]",[],[],"[{'screen_name': 'unibirmingham', 'name': 'Uni of Birmingham', 'id': 17865542, 'id_str': '17865542', 'indices': [92, 106]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1182852416.0,1182852416,UoB SmartMover,UoB_Transport,University Of Birmingham,Are you a #smartmover? We want to increase sustainable travel to and from UoB and reduce the carbon footprint of our transport services.,https://t.co/sXt0MA3HsJ,[],False,1466.0,1239.0,32.0,Fri Feb 15 14:44:21 +0000 2013,724.0,,,True,False,3532.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/942680272100839424/7wqgt_lV_normal.jpg,https://pbs.twimg.com/profile_images/942680272100839424/7wqgt_lV_normal.jpg,https://pbs.twimg.com/profile_banners/1182852416/1570807369,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,2.0,15.0,False,False,en,"[{'url': 'https://t.co/sXt0MA3HsJ', 'expanded_url': 'https://intranet.birmingham.ac.uk/has/sustainable-travel/index.aspx', 'display_url': 'intranet.birmingham.ac.uk/has/sustainabl…', 'indices': [0, 23]}]",,,,,,,,,,,,53b67b1d1cc81a51,https://api.twitter.com/1.1/geo/id/53b67b1d1cc81a51.json,city,Birmingham,"Birmingham, England",GB,United Kingdom,[],Polygon,"[[[-2.033651, 52.381063], [-1.74763, 52.381063], [-1.74763, 52.60687], [-2.033651, 52.60687]]]"
295,Wed Jan 22 20:52:39 +0000 2020,1220086900641468417,1220086900641468417,"@OldTiredGrumpy @alanmcn1 @unibirmingham Yes, but the chemists weren't! 😩",False,"[41, 73]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2200600326850273e+18,1220060032685027328,136300752.0,136300752,OldTiredGrumpy,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'OldTiredGrumpy', 'name': 'David Marshall', 'id': 136300752, 'id_str': '136300752', 'indices': [0, 15]}, {'screen_name': 'alanmcn1', 'name': 'Alan McNally', 'id': 359920994, 'id_str': '359920994', 'indices': [16, 25]}, {'screen_name': 'unibirmingham', 'name': 'Uni of Birmingham', 'id': 17865542, 'id_str': '17865542', 'indices': [26, 40]}]",[],en,recent,36909762,36909762,Nigel Brown 🕷,nl_brown,UK (usually),"Emeritus Prof. of Microbiology. Allegedly retired. Still does science-related things. Tweets personal, often odd. Retweets not endorsement. #iPhobe. #Rejoiner.",,,[],False,1966,513,68,Fri May 01 08:35:30 +0000 2009,4495,,,True,False,19051,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/1156140533389115392/T51-QNgN_normal.jpg,https://pbs.twimg.com/profile_images/1156140533389115392/T51-QNgN_normal.jpg,https://pbs.twimg.com/profile_banners/36909762/1561277216,ABB8C2,FFFFFF,EFEFEF,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Wed Jan 22 19:01:13 +0000 2020,1220058857155764231,1220058857155764231,@ProfRuthMassey @alanmcn1 @unibirmingham But the other side of the Bridge! 😁,False,"[41, 76]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2200183206337126e+18,1220018320633712646,280529768.0,280529768,ProfRuthMassey,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'ProfRuthMassey', 'name': 'ruth massey', 'id': 280529768, 'id_str': '280529768', 'indices': [0, 15]}, {'screen_name': 'alanmcn1', 'name': 'Alan McNally', 'id': 359920994, 'id_str': '359920994', 'indices': [16, 25]}, {'screen_name': 'unibirmingham', 'name': 'Uni of Birmingham', 'id': 17865542, 'id_str': '17865542', 'indices': [26, 40]}]",[],en,recent,36909762,36909762,Nigel Brown 🕷,nl_brown,UK (usually),"Emeritus Prof. of Microbiology. Allegedly retired. Still does science-related things. Tweets personal, often odd. Retweets not endorsement. #iPhobe. #Rejoiner.",,,[],False,1966,513,68,Fri May 01 08:35:30 +0000 2009,4495,,,True,False,19051,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/1156140533389115392/T51-QNgN_normal.jpg,https://pbs.twimg.com/profile_images/1156140533389115392/T51-QNgN_normal.jpg,https://pbs.twimg.com/profile_banners/36909762/1561277216,ABB8C2,FFFFFF,EFEFEF,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Wed Jan 22 16:35:51 +0000 2020,1220022272905400320,1220022272905400320,@DrAnneLaura @CAP_UoB @UoB_SoP @LES_UniBham @unibirmingham Will do!,False,"[59, 67]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2200208396026716e+18,1220020839602671617,41076163.0,41076163,DrAnneLaura,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'DrAnneLaura', 'name': 'Anne-Laura van Harmelen', 'id': 41076163, 'id_str': '41076163', 'indices': [0, 12]}, {'screen_name': 'CAP_UoB', 'name': 'Centre for Applied Psychology, UoB', 'id': 957983586602356736, 'id_str': '957983586602356736', 'indices': [13, 21]}, {'screen_name': 'UoB_SoP', 'name': 'School of Psychology', 'id': 415526728, 'id_str': '415526728', 'indices': [22, 30]}, {'screen_name': 'LES_UniBham', 'name': 'College of Life and Environmental Sciences', 'id': 941636321914826755, 'id_str': '941636321914826755', 'indices': [31, 43]}, {'screen_name': 'unibirmingham', 'name': 'Uni of Birmingham', 'id': 17865542, 'id_str': '17865542', 'indices': [44, 58]}]",[],en,recent,1575121314,1575121314,MatthewBroome,matthewrbroome,Birmingham | Oxford | Warwickshire,Director Institute for Mental Health @unibirmingham @IMH_UoB. Deputy editor @TheBJPsych. @NIHRresearch @CRN_WMid Clinical Research Lead. Personal account,https://t.co/gl7AgKTJEz,"[{'url': 'https://t.co/gl7AgKTJEz', 'expanded_url': 'https://www.researchgate.net/profile/Matthew_Broome?ev=hdr_xprf&_sg=mgso2rWjFEKGGtS8WmwHR46CvnPhEgkR', 'display_url': 'researchgate.net/profile/Matthe…', 'indices': [0, 23]}]",[],False,9061,9957,108,Sun Jul 07 13:18:37 +0000 2013,67199,,,True,False,37142,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/907147259283828736/E4_6tL38_normal.jpg,https://pbs.twimg.com/profile_images/907147259283828736/E4_6tL38_normal.jpg,https://pbs.twimg.com/profile_banners/1575121314/1420908269,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Wed Jan 22 15:05:04 +0000 2020,1219999426447626243,1219999426447626243,@RuthHTill @charlotteexton Here yesterday too. She can’t get enough of @unibirmingham ☺️,False,"[27, 88]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.219986795707994e+18,1219986795707994112,1.12970319975202e+18,1129703199752019968,RuthHTill,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'RuthHTill', 'name': 'Ruth Till', 'id': 1129703199752019968, 'id_str': '1129703199752019968', 'indices': [0, 10]}, {'screen_name': 'charlotteexton', 'name': 'CharlotteExton', 'id': 45151366, 'id_str': '45151366', 'indices': [11, 26]}, {'screen_name': 'unibirmingham', 'name': 'Uni of Birmingham', 'id': 17865542, 'id_str': '17865542', 'indices': [71, 85]}]",[],en,recent,2467840842,2467840842,UoBTeach Geography,UoB_Geography,"Birmingham, England","Geography Education @ University of Birmingham. Initial Teacher Education, Postgraduate Diploma in Education (PGDipEd) & MA Teaching Studies.",https://t.co/1ffrfAhYPM,"[{'url': 'https://t.co/1ffrfAhYPM', 'expanded_url': 'http://www.birmingham.ac.uk/postgraduate/courses/taught/edu/pgce-secondary-geography.aspx', 'display_url': 'birmingham.ac.uk/postgraduate/c…', 'indices': [0, 23]}]",[],False,1289,749,31,Mon Apr 28 14:35:21 +0000 2014,1189,,,True,False,6985,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/910752203509567489/qita-nZN_normal.jpg,https://pbs.twimg.com/profile_images/910752203509567489/qita-nZN_normal.jpg,https://pbs.twimg.com/profile_banners/2467840842/1570719723,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Wed Jan 22 13:53:09 +0000 2020,1219981328248115201,1219981328248115201,@alanmcn1 Managing @unibirmingham academics was tougher! 🤣,False,"[10, 58]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2199575453322445e+18,1219957545332244480,359920994.0,359920994,alanmcn1,,,,,False,1,4,False,False,en,[],[],"[{'screen_name': 'alanmcn1', 'name': 'Alan McNally', 'id': 359920994, 'id_str': '359920994', 'indices': [0, 9]}, {'screen_name': 'unibirmingham', 'name': 'Uni of Birmingham', 'id': 17865542, 'id_str': '17865542', 'indices': [19, 33]}]",[],en,recent,36909762,36909762,Nigel Brown 🕷,nl_brown,UK (usually),"Emeritus Prof. of Microbiology. Allegedly retired. Still does science-related things. Tweets personal, often odd. Retweets not endorsement. #iPhobe. #Rejoiner.",,,[],False,1966,513,68,Fri May 01 08:35:30 +0000 2009,4495,,,True,False,19051,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/1156140533389115392/T51-QNgN_normal.jpg,https://pbs.twimg.com/profile_images/1156140533389115392/T51-QNgN_normal.jpg,https://pbs.twimg.com/profile_banners/36909762/1561277216,ABB8C2,FFFFFF,EFEFEF,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Wed Jan 22 13:53:07 +0000 2020,1219981319746260992,1219981319746260992,@DissBugBear @unibirmingham @UOBengage The photo is!,False,"[39, 52]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.219980021261095e+18,1219980021261094912,7.451689219054223e+17,745168921905422338,DissBugBear,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'DissBugBear', 'name': 'BugBear', 'id': 745168921905422338, 'id_str': '745168921905422338', 'indices': [0, 12]}, {'screen_name': 'unibirmingham', 'name': 'Uni of Birmingham', 'id': 17865542, 'id_str': '17865542', 'indices': [13, 27]}, {'screen_name': 'UOBengage', 'name': 'UoB Public Engagement with Research', 'id': 2437036646, 'id_str': '2437036646', 'indices': [28, 38]}]",[],en,recent,260211154,260211154,Prof Alice Roberts,theAliceRoberts,location: Crypt of Lieberkuhn,"Professor of Public Engagement in Science at Uni of Birmingham; biological anthropologist, author, broadcaster; President of Humanists UK. All views my own.",https://t.co/b5q1lCAYw8,"[{'url': 'https://t.co/b5q1lCAYw8', 'expanded_url': 'http://www.alice-roberts.co.uk', 'display_url': 'alice-roberts.co.uk', 'indices': [0, 23]}]",[],False,208020,1525,2165,Thu Mar 03 12:34:44 +0000 2011,31989,,,True,False,27626,,False,False,False,352726,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,False,http://pbs.twimg.com/profile_images/1126207213163425795/knK2frd5_normal.png,https://pbs.twimg.com/profile_images/1126207213163425795/knK2frd5_normal.png,https://pbs.twimg.com/profile_banners/260211154/1526415887,D02B55,829D5E,99CC33,3E4415,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
