,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.user.entities.url.urls,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
212,Tue Jan 21 11:54:26 +0000 2020,1219589064351010816,1219589064351010816,"@NatureComms @UniofNottingham @Trocari Main take away points:
- It is important to measure GHGs throughout the conversion of tropical peat swamp forests to oil palm plantations
- Conversion from forest to oil palm approx. doubles global warming potential over the 30-year life span",False,"[39, 281]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2195814572131533e+18,1219581457213153280,116783361.0,116783361,HannahVCooper,,,,,False,2,2,False,False,en,[],[],"[{'screen_name': 'NatureComms', 'name': 'Nature Communications', 'id': 206255645, 'id_str': '206255645', 'indices': [0, 12]}, {'screen_name': 'UniofNottingham', 'name': 'Uni of Nottingham', 'id': 30196565, 'id_str': '30196565', 'indices': [13, 29]}, {'screen_name': 'Trocari', 'name': 'Trocari', 'id': 1536038022, 'id_str': '1536038022', 'indices': [30, 38]}]",[],en,recent,116783361,116783361,Hannah Cooper,HannahVCooper,"Sutton Bonington, England",Soil PhD unraveling the complex soil biophysical interactions created by soil management | Soil structure | GHG release | C dynamics |@UoNHounsfield @STARScdt,,,[],False,837,565,12,Tue Feb 23 15:21:07 +0000 2010,1464,,,True,False,550,,False,False,False,000000,http://abs.twimg.com/images/themes/theme19/bg.gif,https://abs.twimg.com/images/themes/theme19/bg.gif,False,http://pbs.twimg.com/profile_images/931160714978496513/J1hE6IJs_normal.jpg,https://pbs.twimg.com/profile_images/931160714978496513/J1hE6IJs_normal.jpg,https://pbs.twimg.com/profile_banners/116783361/1472669565,7FDBB6,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Tue Jan 21 11:51:58 +0000 2020,1219588442943840256,1219588442943840256,@UniofNottingham @UoNSustain @MyNottingham @UoNSU Where is @UPsquirrel on this auspicious occasion?,False,"[50, 99]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2195878187853292e+18,1219587818785329153,30196565.0,30196565,UniofNottingham,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'UniofNottingham', 'name': 'Uni of Nottingham', 'id': 30196565, 'id_str': '30196565', 'indices': [0, 16]}, {'screen_name': 'UoNSustain', 'name': 'UoN Sustainability', 'id': 76927726, 'id_str': '76927726', 'indices': [17, 28]}, {'screen_name': 'MyNottingham', 'name': 'My Nottingham 🏹', 'id': 19226303, 'id_str': '19226303', 'indices': [29, 42]}, {'screen_name': 'UoNSU', 'name': ""UoN Students' Union"", 'id': 36632407, 'id_str': '36632407', 'indices': [43, 49]}, {'screen_name': 'UPsquirrel', 'name': 'Highfield squirrel', 'id': 3253129665, 'id_str': '3253129665', 'indices': [59, 70]}]",[],en,recent,1019601207168520192,1019601207168520192,UoNFutureFood,UoNFutureFood,"East Midlands, England",The Future Food Beacon is finding ways to better understand our food systems through transdisciplinary research. Subscribe to our news: https://t.co/4YX8eRtNwl,https://t.co/ilB9nKX79R,"[{'url': 'https://t.co/ilB9nKX79R', 'expanded_url': 'http://www.nottingham.ac.uk/future-food', 'display_url': 'nottingham.ac.uk/future-food', 'indices': [0, 23]}]","[{'url': 'https://t.co/4YX8eRtNwl', 'expanded_url': 'http://eepurl.com/grZZff', 'display_url': 'eepurl.com/grZZff', 'indices': [136, 159]}]",False,771,1087,4,Wed Jul 18 15:14:05 +0000 2018,1552,,,False,False,1458,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1019933608100888576/kFpEfj3a_normal.jpg,https://pbs.twimg.com/profile_images/1019933608100888576/kFpEfj3a_normal.jpg,https://pbs.twimg.com/profile_banners/1019601207168520192/1532006115,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Tue Jan 21 11:50:55 +0000 2020,1219588178266468352,1219588178266468352,@UniofNottingham @UoNSustain @MyNottingham What a cutie!😍🐿️,False,"[43, 59]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2195878187853292e+18,1219587818785329153,30196565.0,30196565,UniofNottingham,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'UniofNottingham', 'name': 'Uni of Nottingham', 'id': 30196565, 'id_str': '30196565', 'indices': [0, 16]}, {'screen_name': 'UoNSustain', 'name': 'UoN Sustainability', 'id': 76927726, 'id_str': '76927726', 'indices': [17, 28]}, {'screen_name': 'MyNottingham', 'name': 'My Nottingham 🏹', 'id': 19226303, 'id_str': '19226303', 'indices': [29, 42]}]",[],en,recent,36632407,36632407,UoN Students' Union,UoNSU,Nottingham,The latest news and events from the University of Nottingham Students' Union,http://t.co/qyeh0oQv4u,"[{'url': 'http://t.co/qyeh0oQv4u', 'expanded_url': 'http://su.nottingham.ac.uk', 'display_url': 'su.nottingham.ac.uk', 'indices': [0, 22]}]",[],False,19665,3621,159,Thu Apr 30 10:09:23 +0000 2009,5097,,,True,False,16062,,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1013771048951730176/dwfpNcHx_normal.jpg,https://pbs.twimg.com/profile_images/1013771048951730176/dwfpNcHx_normal.jpg,https://pbs.twimg.com/profile_banners/36632407/1578300561,11044C,FFFFFF,F5F7F4,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Tue Jan 21 11:50:37 +0000 2020,1219588105008812032,1219588105008812032,@UniofNottingham @UoNSustain @MyNottingham @UoNSU Nothing for #penguinappreciationday yesterday? Perhaps they could be the next addition to the lake...,False,"[50, 151]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1.2195878187853292e+18,1219587818785329153,30196565.0,30196565,UniofNottingham,,,,,False,0,1,False,False,en,"[{'text': 'penguinappreciationday', 'indices': [62, 85]}]",[],"[{'screen_name': 'UniofNottingham', 'name': 'Uni of Nottingham', 'id': 30196565, 'id_str': '30196565', 'indices': [0, 16]}, {'screen_name': 'UoNSustain', 'name': 'UoN Sustainability', 'id': 76927726, 'id_str': '76927726', 'indices': [17, 28]}, {'screen_name': 'MyNottingham', 'name': 'My Nottingham 🏹', 'id': 19226303, 'id_str': '19226303', 'indices': [29, 42]}, {'screen_name': 'UoNSU', 'name': ""UoN Students' Union"", 'id': 36632407, 'id_str': '36632407', 'indices': [43, 49]}]",[],en,recent,702800138,702800138,Nottingham Law,UoN_Law,"Nottingham, UK",The official Twitter feed for the University of Nottingham School of Law.,https://t.co/uGYLkmlEgQ,"[{'url': 'https://t.co/uGYLkmlEgQ', 'expanded_url': 'http://www.nottingham.ac.uk/law', 'display_url': 'nottingham.ac.uk/law', 'indices': [0, 23]}]",[],False,3479,976,61,Wed Jul 18 10:24:56 +0000 2012,558,,,False,False,7734,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/864465591410675713/cHbWAOVp_normal.jpg,https://pbs.twimg.com/profile_images/864465591410675713/cHbWAOVp_normal.jpg,https://pbs.twimg.com/profile_banners/702800138/1505118087,6C5097,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Tue Jan 21 11:32:58 +0000 2020,1219583664000053248,1219583664000053248,@AlextoFavier @UniofNottingham @TrentUni Absolutely Alex. We'll be in touch asap😀,False,"[41, 81]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2195819235987825e+18,1219581923598782464,278118148.0,278118148,AlextoFavier,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'AlextoFavier', 'name': 'Alex Favier (né Miles)', 'id': 278118148, 'id_str': '278118148', 'indices': [0, 13]}, {'screen_name': 'UniofNottingham', 'name': 'Uni of Nottingham', 'id': 30196565, 'id_str': '30196565', 'indices': [14, 30]}, {'screen_name': 'TrentUni', 'name': 'Nottingham Trent University', 'id': 29196791, 'id_str': '29196791', 'indices': [31, 40]}]",[],en,recent,125716845,125716845,The Student Room Group,tsrmatters,Brighton,"75% of UK students use our sites. Follow us for insights & research on #students, #education & the #youth market. If you're a student, head to @thestudentroom",,,[],False,7499,6215,186,Tue Mar 23 16:55:52 +0000 2010,3782,,,True,False,6273,,False,False,False,EDEDE6,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1040175265639555072/EwaCEQC8_normal.jpg,https://pbs.twimg.com/profile_images/1040175265639555072/EwaCEQC8_normal.jpg,https://pbs.twimg.com/profile_banners/125716845/1553265309,1B95E0,FFFFFF,DDEEF6,333333,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Tue Jan 21 11:27:51 +0000 2020,1219582375551754240,1219582375551754240,"@BlackwellsUofN @UniofNottingham Anyone got a book they'd like to feature? 
@DrVickyKemp @richardmhyde @ProfJeffKenner @ShucksmithC @AnnaLaChimia @Andrea_Tosato @HemiMistry @commentator01 @Skwen @David__Foster",False,"[33, 209]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1.2177300746629202e+18,1217730074662920192,356793333.0,356793333,BlackwellsUofN,,,,,False,0,4,False,False,en,[],[],"[{'screen_name': 'BlackwellsUofN', 'name': ""Blackwell's Uni of Nottingham"", 'id': 356793333, 'id_str': '356793333', 'indices': [0, 15]}, {'screen_name': 'UniofNottingham', 'name': 'Uni of Nottingham', 'id': 30196565, 'id_str': '30196565', 'indices': [16, 32]}, {'screen_name': 'DrVickyKemp', 'name': 'Vicky Kemp', 'id': 836895267987275776, 'id_str': '836895267987275776', 'indices': [76, 88]}, {'screen_name': 'richardmhyde', 'name': 'Richard Hyde', 'id': 2865526117, 'id_str': '2865526117', 'indices': [89, 102]}, {'screen_name': 'ProfJeffKenner', 'name': 'Prof Jeff Kenner', 'id': 2440654436, 'id_str': '2440654436', 'indices': [103, 118]}, {'screen_name': 'ShucksmithC', 'name': 'Christy Shucksmith-Wesley', 'id': 1055979044, 'id_str': '1055979044', 'indices': [119, 131]}, {'screen_name': 'AnnaLaChimia', 'name': 'Professor Anna La Chimia', 'id': 385042626, 'id_str': '385042626', 'indices': [132, 145]}, {'screen_name': 'Andrea_Tosato', 'name': 'Andrea Tosato', 'id': 379401323, 'id_str': '379401323', 'indices': [146, 160]}, {'screen_name': 'HemiMistry', 'name': 'Hemi Mistry', 'id': 267939037, 'id_str': '267939037', 'indices': [161, 172]}, {'screen_name': 'commentator01', 'name': 'Aoife Nolan', 'id': 103554972, 'id_str': '103554972', 'indices': [173, 187]}, {'screen_name': 'Skwen', 'name': 'Judith Alice Skillen', 'id': 20260912, 'id_str': '20260912', 'indices': [188, 194]}, {'screen_name': 'David__Foster', 'name': 'DAF', 'id': 14618814, 'id_str': '14618814', 'indices': [195, 209]}]",[],en,recent,702800138,702800138,Nottingham Law,UoN_Law,"Nottingham, UK",The official Twitter feed for the University of Nottingham School of Law.,https://t.co/uGYLkmlEgQ,"[{'url': 'https://t.co/uGYLkmlEgQ', 'expanded_url': 'http://www.nottingham.ac.uk/law', 'display_url': 'nottingham.ac.uk/law', 'indices': [0, 23]}]",[],False,3479,976,61,Wed Jul 18 10:24:56 +0000 2012,558,,,False,False,7734,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/864465591410675713/cHbWAOVp_normal.jpg,https://pbs.twimg.com/profile_images/864465591410675713/cHbWAOVp_normal.jpg,https://pbs.twimg.com/profile_banners/702800138/1505118087,6C5097,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Tue Jan 21 10:48:54 +0000 2020,1219572573148778497,1219572573148778497,@UniofNottingham @TrentUni Let us know if you'd like any extra support to achieve this amazing goal.,False,"[27, 100]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2195715904189727e+18,1219571590418972672,30196565.0,30196565,UniofNottingham,,,,,False,1,1,False,False,en,[],[],"[{'screen_name': 'UniofNottingham', 'name': 'Uni of Nottingham', 'id': 30196565, 'id_str': '30196565', 'indices': [0, 16]}, {'screen_name': 'TrentUni', 'name': 'Nottingham Trent University', 'id': 29196791, 'id_str': '29196791', 'indices': [17, 26]}]",[],en,recent,125716845,125716845,The Student Room Group,tsrmatters,Brighton,"75% of UK students use our sites. Follow us for insights & research on #students, #education & the #youth market. If you're a student, head to @thestudentroom",,,[],False,7499,6215,186,Tue Mar 23 16:55:52 +0000 2010,3782,,,True,False,6273,,False,False,False,EDEDE6,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1040175265639555072/EwaCEQC8_normal.jpg,https://pbs.twimg.com/profile_images/1040175265639555072/EwaCEQC8_normal.jpg,https://pbs.twimg.com/profile_banners/125716845/1553265309,1B95E0,FFFFFF,DDEEF6,333333,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Tue Jan 21 09:54:55 +0000 2020,1219558988574052352,1219558988574052352,@chrisdenning42 @UniofNottingham @bbcemt @VisitNotts Very beautiful!,False,"[53, 68]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.219544369830736e+18,1219544369830735872,3171149855.0,3171149855,chrisdenning42,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'chrisdenning42', 'name': 'Chris Denning', 'id': 3171149855, 'id_str': '3171149855', 'indices': [0, 15]}, {'screen_name': 'UniofNottingham', 'name': 'Uni of Nottingham', 'id': 30196565, 'id_str': '30196565', 'indices': [16, 32]}, {'screen_name': 'bbcemt', 'name': 'BBC East Midlands', 'id': 61244597, 'id_str': '61244597', 'indices': [33, 40]}, {'screen_name': 'VisitNotts', 'name': 'Visit Notts', 'id': 57658368, 'id_str': '57658368', 'indices': [41, 52]}]",[],en,recent,850589344826109952,850589344826109952,Brittany Wright,wright_read,"East Midlands, England","Teacher educator. Nottingham Uni School of Education postgrad (ESRC). Interests: social justice, teaching, learning, literature, language.",,,[],False,493,750,3,Sat Apr 08 06:01:17 +0000 2017,3182,,,True,False,1745,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/850702414348943360/Bj_IAuTE_normal.jpg,https://pbs.twimg.com/profile_images/850702414348943360/Bj_IAuTE_normal.jpg,https://pbs.twimg.com/profile_banners/850589344826109952/1491653873,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Tue Jan 21 08:59:51 +0000 2020,1219545129947672577,1219545129947672577,"@registrarism @UniofNottingham Lovely Earth glow (and the Trent Building looks nice, too!)",False,"[31, 90]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2195239815413678e+18,1219523981541367808,14785137.0,14785137,registrarism,,,,,False,0,4,False,False,en,[],[],"[{'screen_name': 'registrarism', 'name': 'Paul Greatrix', 'id': 14785137, 'id_str': '14785137', 'indices': [0, 13]}, {'screen_name': 'UniofNottingham', 'name': 'Uni of Nottingham', 'id': 30196565, 'id_str': '30196565', 'indices': [14, 30]}]",[],en,recent,325448885,325448885,Michael Merrifield,AstroMikeMerri,Nottingham,Professor of astronomy and head of physics at the University of Nottingham. Too frequent appearances in media (both old and new). All my own views.,https://t.co/lPnzm9sNrc,"[{'url': 'https://t.co/lPnzm9sNrc', 'expanded_url': 'https://about.me/michael.merrifield', 'display_url': 'about.me/michael.merrif…', 'indices': [0, 23]}]",[],False,7197,415,181,Tue Jun 28 09:35:33 +0000 2011,8115,,,True,False,42152,,False,False,False,0E0F0F,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,False,http://pbs.twimg.com/profile_images/1014219610869194752/IqXcYMNS_normal.jpg,https://pbs.twimg.com/profile_images/1014219610869194752/IqXcYMNS_normal.jpg,https://pbs.twimg.com/profile_banners/325448885/1386519044,0099B9,0D0F0F,95E8EC,3C3940,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Tue Jan 21 08:56:34 +0000 2020,1219544302256369664,1219544302256369664,RT @ShearerWest: Delighted to share a platform with Edward Peck @TrentUni @UniofNottingham to launch our #UniversitiesforNottingham project…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,11,0,False,False,en,"[{'text': 'UniversitiesforNottingham', 'indices': [105, 131]}]",[],"[{'screen_name': 'ShearerWest', 'name': 'Shearer West', 'id': 437326294, 'id_str': '437326294', 'indices': [3, 15]}, {'screen_name': 'TrentUni', 'name': 'Nottingham Trent University', 'id': 29196791, 'id_str': '29196791', 'indices': [64, 73]}, {'screen_name': 'UniofNottingham', 'name': 'Uni of Nottingham', 'id': 30196565, 'id_str': '30196565', 'indices': [74, 90]}]",[],en,recent,996851628132196353,996851628132196353,Nottingham Institute for Policy and Engagement,UoN_Institute,"Nottingham, England",Home of global policy impact and public engagement for @UniofNottingham @UoNResearch We are #UoNEngaged Director is @StephenMeek52,https://t.co/bEWMhjlJyR,"[{'url': 'https://t.co/bEWMhjlJyR', 'expanded_url': 'https://www.nottingham.ac.uk/policy-and-engagement/home.aspx', 'display_url': 'nottingham.ac.uk/policy-and-eng…', 'indices': [0, 23]}]",[],False,899,613,4,Wed May 16 20:35:23 +0000 2018,941,,,True,False,1100,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/998557079794167808/y1KiHHkc_normal.jpg,https://pbs.twimg.com/profile_images/998557079794167808/y1KiHHkc_normal.jpg,https://pbs.twimg.com/profile_banners/996851628132196353/1534403923,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,Mon Jan 20 20:54:26 +0000 2020,1.2193625703704535e+18,1219362570370453505,Delighted to share a platform with Edward Peck @TrentUni @UniofNottingham to launch our #UniversitiesforNottingham project. I was heartened by the support of many stakeholders in the city and county. All of us want our place to thrive and will work together to ensure it does,False,"[0, 275]","[{'text': 'UniversitiesforNottingham', 'indices': [88, 114]}]",[],"[{'screen_name': 'TrentUni', 'name': 'Nottingham Trent University', 'id': 29196791, 'id_str': '29196791', 'indices': [47, 56]}, {'screen_name': 'UniofNottingham', 'name': 'Uni of Nottingham', 'id': 30196565, 'id_str': '30196565', 'indices': [57, 73]}]",[],en,recent,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,,,437326294.0,437326294,Shearer West,ShearerWest,,"President and Vice-Chancellor of the University of Nottingham. Tweeting about the University of Nottingham, HE policy and the arts. Expressing my own views.",,[],False,3605.0,1625.0,52.0,Thu Dec 15 08:19:30 +0000 2011,3017.0,,,True,False,2582.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/914231827103133697/IW6ef-EC_normal.jpg,https://pbs.twimg.com/profile_images/914231827103133697/IW6ef-EC_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,11.0,105.0,False,False,en,,,,,,,,,,,,,,,,,,,,,
232,Tue Jan 21 00:04:18 +0000 2020,1219410354469588992,1219410354469588992,RT @ShearerWest: Delighted to share a platform with Edward Peck @TrentUni @UniofNottingham to launch our #UniversitiesforNottingham project…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,11,0,False,False,en,"[{'text': 'UniversitiesforNottingham', 'indices': [105, 131]}]",[],"[{'screen_name': 'ShearerWest', 'name': 'Shearer West', 'id': 437326294, 'id_str': '437326294', 'indices': [3, 15]}, {'screen_name': 'TrentUni', 'name': 'Nottingham Trent University', 'id': 29196791, 'id_str': '29196791', 'indices': [64, 73]}, {'screen_name': 'UniofNottingham', 'name': 'Uni of Nottingham', 'id': 30196565, 'id_str': '30196565', 'indices': [74, 90]}]",[],en,recent,3067978437,3067978437,@Nottmstudents,nottmstudents,Nottingham,Nottingham City Council's Neighbourhood Management Team working with Nottingham's students for the benefit of all.,https://t.co/6MdrXpVzLr,"[{'url': 'https://t.co/6MdrXpVzLr', 'expanded_url': 'http://www.nottinghamcity.gov.uk', 'display_url': 'nottinghamcity.gov.uk', 'indices': [0, 23]}]",[],False,1111,587,26,Tue Mar 03 15:32:28 +0000 2015,2853,,,True,True,3552,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/572798995548012545/fEfRXjsR_normal.jpeg,https://pbs.twimg.com/profile_images/572798995548012545/fEfRXjsR_normal.jpeg,https://pbs.twimg.com/profile_banners/3067978437/1425400897,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,Mon Jan 20 20:54:26 +0000 2020,1.2193625703704535e+18,1219362570370453505,Delighted to share a platform with Edward Peck @TrentUni @UniofNottingham to launch our #UniversitiesforNottingham project. I was heartened by the support of many stakeholders in the city and county. All of us want our place to thrive and will work together to ensure it does,False,"[0, 275]","[{'text': 'UniversitiesforNottingham', 'indices': [88, 114]}]",[],"[{'screen_name': 'TrentUni', 'name': 'Nottingham Trent University', 'id': 29196791, 'id_str': '29196791', 'indices': [47, 56]}, {'screen_name': 'UniofNottingham', 'name': 'Uni of Nottingham', 'id': 30196565, 'id_str': '30196565', 'indices': [57, 73]}]",[],en,recent,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,,,437326294.0,437326294,Shearer West,ShearerWest,,"President and Vice-Chancellor of the University of Nottingham. Tweeting about the University of Nottingham, HE policy and the arts. Expressing my own views.",,[],False,3605.0,1625.0,52.0,Thu Dec 15 08:19:30 +0000 2011,3017.0,,,True,False,2582.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/914231827103133697/IW6ef-EC_normal.jpg,https://pbs.twimg.com/profile_images/914231827103133697/IW6ef-EC_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,11.0,105.0,False,False,en,,,,,,,,,,,,,,,,,,,,,
